OBJECTID,URI,FEATURE_TYPE,NAME,OPERATIONAL_STATUS,FEATURE_DATE,FEATURE_SOURCE,ATTRIBUTE_DATE,ATTRIBUTE_SOURCE,SOURCE_UFI,SOURCE_JURISDICTION,CUSTODIAN_AGENCY,CUSTODIAN_LICENSING,LOADING_DATE,RELATIONSHIP,CAPACITY_KV,SHAPE_Length
82,,110008,Murray Bridge-Hahndorf Pump 3 to Mount Barker,Operational,12/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,245,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.196949304
83,,110008,Mannum to Mannum-Adelaide Pumping Station 1,Operational,16/12/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,246,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.044510134
84,,110008,Mannum to Mobilong,Operational,16/12/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,247,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.151677398
85,,110008,Millbrook to Millbrook Tee,Operational,5/01/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,248,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.01668175
86,,110008,Mobilong to Murray Bridge-Hahndorf Pump 1,Operational,23/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,249,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.039071561
87,,110008,Mobilong to Murray Bridge-Hahndorf Pump 2,Operational,23/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,250,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.063844014
88,,110008,Murray Bridge Pump 2 to Murray Bridge Pump 3,Operational,23/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,251,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.200865902
89,,110008,Murray Bridge-Hahndorf Pump 3 to Kanmantoo Mine,Operational,23/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,252,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.040312937
90,,110008,Morphett Vale East to Cherry Gardens,Operational,5/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,253,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.109572159
91,,110008,Happy Valley to Morphett Vale East,Operational,5/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,254,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.093819098
92,,110008,Magill to Happy Valley,Operational,5/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,255,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.266986304
93,,110008,Magill to Para,Operational,5/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,256,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.218431607
94,,110008,Pelican Point to Le Fevre,Operational,5/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,257,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.016201076
95,,110008,Torrens B to Le Fevre,Operational,18/03/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,258,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.036688992
96,,110008,Bungama to Port Pirie,Operational,26/03/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,259,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.066522337
97,,110008,Bungama to Baroota,Operational,4/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,260,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.240390471
98,,110008,Hummocks to Kadina East,Operational,2/03/2010 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,261,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.41340299
99,,110008,Ardrossan West to Hummocks,Operational,2/03/2010 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,262,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.410399107
100,,110008,Waterloo to Hummocks,Operational,20/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,263,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.871916604
101,,110008,Hummocks to Snowtown Tee,Operational,4/02/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,264,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.382817853
102,,110008,Dalrymple to Wattle Point Wind Farm Substation,Operational,5/02/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,265,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.234930129
103,,110008,Whyalla Terminal to Cultana,Operational,15/09/2011 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,267,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.093938991
104,,110008,Davenport to Cultana,Operational,31/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,268,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,0.594759781
105,,110008,Cultana to Stoney Point,Operational,31/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,269,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.253230085
106,,110008,Davenport to Brinkworth,Operational,12/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,270,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,1.399629683
107,,110008,Davenport to Olympic Dam West,Operational,7/03/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,271,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,275,2.433221408
108,,110008,Whyalla Terminal to Davenport,Operational,31/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,272,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.707141704
109,,110008,Whyalla Terminal to Davenport,Operational,31/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,273,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.690234382
110,,110008,Davenport to Mount Gunson Tee,Operational,31/01/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,274,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.312755358
111,,110008,Port Lincoln Terminal to Yadnarie,Operational,13/10/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,275,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.190115172
112,,110008,Angas Creek to Adelaide Pump 3 Tee,Operational,16/12/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,276,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.198725997
113,,110008,Angas Creek to Millbrook Tee,Operational,5/01/2013 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,277,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.136054061
114,,110008,Wellington to Wellington Town,Operational,29/04/2012 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,278,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.058872336
115,,110008,Kempsey to Armidale,Operational,28/07/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,279,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.420894292
116,,110008,Orange North to Panorama,Operational,17/01/2012 0:00,Esri World Imagery,14/02/2013 0:00,AEMO-Australian Energy Market Operators 2013,280,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,0.456415954
117,,110008,Armidale to Tamworth,Operational,9/06/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,281,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,1.083822108
118,,110008,Armidale to Tamworth,Operational,9/06/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,282,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,330,1.017772473
119,,110008,Armidale to Inverell,Operational,9/06/2014 0:00,Esri World Imagery,12/07/2012 0:00,AEMO-Australian Energy Market Operators 2012,283,National,Geoscience Australia,This material is released under the Creative Commons Attribution 4.0 International Licence.  © Commonwealth of Australia (Geoscience Australia) 2021,27/01/2021 10:59,Elevated,132,1.065419713
